Sample,SBS288A,SBS288B,SBS288C,SBS288D,SBS288E,SBS288F,SBS288G,SBS288H,SBS288I,SBS288J,SBS288K,SBS288L,SBS288M,SBS288N,SBS288O,SBS288P,SBS288Q,SBS288R,SBS288S,SBS288T,DBS78A,DBS78B,DBS78C,DBS78D,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,SV32A,SV32B,SV32C,SV32D,SV32E,SV32F,SV32G,SV32H,SV32I,SV32J
PD37727a,0,0,5450,3529,1963,0,4942,2929,0,0,0,2676,0,0,8476,0,0,0,0,0,54,0,0,0,1269,707,0,0,0,0,0,0,0,249,72,0,0,0,181,142,122,0
PD37728a,0,1052,0,1375,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,73,0,0,54,0,42,0,63,37,0
PD37729a,3286,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,5377,0,0,0,0,0,17,15,0,0,331,0,0,0,0,0,371,90,0,25,0,0,0,0,0,0,0
PD37730a,855,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,0,0,26,17,0,0,197,0,0,0,209,0,0,63,0,0,0,30,0,0,0,0,0
PD37731a,11245,2949,0,0,0,0,0,0,0,2637,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,204,219,0,0,0,0,0,24,0,0,0,0,0,0,20,0,0
PD37733a,1349,701,0,1292,0,0,0,1472,0,0,0,2241,0,0,928,0,0,0,0,0,0,29,0,0,164,433,0,0,0,0,0,0,70,0,116,0,0,0,0,31,0,0
PD37734a,0,275,0,539,331,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,35,0,0,0,25,18,0,0,23,0
PD37735a,0,815,0,1022,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,34,17,0,0,0,0,0,0,27,0
PD37737a,1598,0,0,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,200,0,160,0,0,0,0,132,34,0,41,0,0,0,0,0,0
PD37738a,0,0,1693,864,881,0,0,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
PD37739a,0,0,1989,908,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,77,107,0,41,58,0,50,0,0,0
PD37740a,4492,5031,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,14,14,0,0,267,0,0,0,0,0,0,76,0,0,0,38,0,0,0,0,0
PD37741a,1666,791,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,119,99,0,0,0,0,0,0,45,20,32,28,0,0,0,0,0,0
PD37742a,0,0,1682,845,635,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,93,89,0,37,0,0,0,0,0,0
PD37743a,1366,549,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,100,0,138,0,0,0,0,64,0,0,27,0,0,0,0,0,0
PD37745a,507,285,0,712,774,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,70,0,0,36,0,0,0,0,0,0
PD37746a,0,436,0,715,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,76,0,0,0,0,0,0,36,0,19,27,0,0,0,0,0,0
PD37747a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,110,94,0,0,0,78,0,0,99,0,29,36,0,0,0,0,0,0
PD37748a,0,498,0,1009,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,109,0,0,0,0,0,0,73,16,0,0,0,0,0,0,0,0
PD37749a,1075,690,0,4266,1167,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,15,0,266,356,0,0,0,0,0,0,36,0,0,0,34,0,0,0,0,0
PD37751a,0,0,4303,0,1913,0,0,0,0,0,0,1232,0,0,0,0,0,0,0,1788,0,0,0,0,0,230,0,0,0,0,0,0,64,0,47,0,0,37,40,0,0,0
PD37752a,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,172,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
PD37753a,0,490,2281,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,0,0,19,250,115,0,0,0,0,0,0,83,53,48,0,0,0,56,37,0,0
PD37754a,0,677,0,1674,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,250,0,0,0,0,0,0,151,83,0,0,0,0,0,0,0,0
PD37756a,761,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,0,0,0,0,0,19,0,78,204,0,0,0,282,0,0,45,0,0,0,0,0,0,0,0,0
PD37757a,1503,2276,0,1517,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,626,266,588,0,0,0,0,0,64,0,0,0,0,0,0,48,0,0
PD39480a,2365,907,3100,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,143,0,0,0,0,98,73,35,93,0,0,0,0,0,0
PD39481a,624,839,0,1135,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,119,0,0,52,0,0,0,0,0,0
PD39482a,1873,662,0,0,842,0,2099,0,0,1196,0,0,0,0,0,0,0,0,0,783,0,0,0,0,140,129,0,180,0,0,0,0,117,48,0,56,0,0,0,0,0,0
PD39483a,935,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,48,34,46,32,0,0,38,0,0,0
PD39484a,0,0,4040,0,1106,0,0,0,0,0,0,0,0,0,1528,1765,0,0,0,0,0,12,0,0,449,407,427,0,0,0,0,192,49,0,0,0,0,23,0,19,0,0
PD39485a,0,0,0,0,962,0,0,1731,0,0,0,0,0,0,458,0,0,0,0,0,0,0,21,0,0,303,394,0,0,0,0,0,148,29,0,46,0,0,0,0,0,0
PD39486a,887,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
PD39487a,615,323,0,469,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,41,0,0,0,0,21,0,0,0,0
PD39488a,2037,2663,4328,0,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,256,347,572,0,0,0,0,0,101,0,37,34,0,0,0,27,0,0
PD39489a,1931,1656,0,0,1264,0,0,2942,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,209,417,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
PD39490a,0,658,0,1488,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,351,0,0,0,0,0,81,0,38,0,0,0,0,29,0,0
PD39491a,8339,2141,0,0,0,0,0,0,0,0,0,0,0,0,2252,2403,0,0,0,0,0,0,0,33,245,263,0,0,0,0,0,425,77,0,0,0,0,0,0,0,0,0
PD39492a,0,0,1789,1077,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,194,0,0,0,0,0,84,80,0,0,0,0,0,0,0,0
PD39493a,0,0,0,3767,0,0,0,0,0,0,9544,0,0,0,0,0,0,46998,0,0,16,0,0,0,35338,2412,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,45
PD39494a,0,853,0,1259,1006,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,925,0,0,24,0,243,457,0,0,0,174,0,0,116,0,0,40,0,33,0,0,0,0
PD39495a,0,446,0,911,387,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,15,0,0,232,0,0,0,103,0,0,95,0,0,0,0,40,0,0,0,0
PD39496a,919,0,2548,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,319,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PD39497a,0,392,2558,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,81,0,62,0,61,0,0,39,0,0
PD39499a,1343,518,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,235,252,0,0,0,0,0,0,87,54,0,0,0,0,0,0,0,0
PD39500a,11629,6866,9451,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,31,0,281,357,0,0,0,0,0,100,61,0,65,0,0,0,0,0,0
PD39501a,0,0,0,0,917,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,3886,0,19,15,0,0,328,0,0,0,207,0,0,66,0,23,0,0,0,0,45,0,0
PD39502a,0,0,0,0,919,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,256,171,0,0,0,0,0,0,100,0,0,0,0,0,0,0,62,0
PD39505a,0,0,2318,1869,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,47,0,0,32,0,25,0,0,0,0
PD39506a,0,0,820,595,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,56,20,0,0,0,0,30,0,0,0
PD39507a,2218,1393,0,1047,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,24,0,0,0,0,40,0,0,0,0
PD39508a,0,1337,4012,1972,1060,0,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,291,0,0,0,0,0,0,137,41,43,0,0,0,0,0,0,0
PD39510a,459,319,0,569,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,106,0,0,0,52,24,0,0,0,70,0,39,0,0
PD39511a,0,0,0,982,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,236,0,0,0,0,0,61,0,0,0,0,0,0,0,0,54
PD39512a,1558,2503,2869,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,70,18,0,40,0,0,0,0,0,0
PD39514a,0,811,0,0,1091,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,227,112,281,0,0,0,0,0,129,0,76,54,45,0,0,0,0,0
PD39515a,782,552,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,183,0,0,0,0,0,0,29,0,0,55,0,0,0,0,0,0
PD39517a,349,0,0,536,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,71,0,0,0,0,0,0,57,0,0,29,0,0,0,0,0,0
PD39518a,0,0,2637,1222,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,68,0,0,0,47,0,0,29,0,0
PD39519a,0,0,3518,1495,0,0,0,0,4311,0,0,0,0,1591,0,0,0,0,0,0,0,45,0,0,167,270,0,452,0,0,0,0,62,22,0,0,39,0,0,0,0,74
PD39520a,3585,2361,2674,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,82,0,50,0,0,0,0,0,37,0
PD39521a,0,0,0,0,602,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,175,210,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0
PD39522a,0,0,1918,0,694,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,144,0,151,87,0,0,0,95,20,0,46,0,0,0,0,0,0
PD39523a,2703,4168,0,0,2338,0,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,18,0,0,0,219,429,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
PD39955a,0,549,1822,0,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,172,482,0,0,0,0,0,20,0,0,0,0,25,46,0,0,0
PD39957a,0,830,4123,1756,1186,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0,0,14,0,0,0,316,0,0,0,0,0,0,202,119,81,0,0,0,0,0,0,0
PD39958a,0,564,3543,1739,1291,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,165,0,0,0,0,0,0,54,0,0,0,0,26,0,0,0,0
PD39959a,0,0,0,0,692,0,0,0,0,0,0,0,0,0,5194,0,0,0,0,0,0,0,0,0,96,70,0,0,0,0,0,0,69,0,39,0,0,0,0,75,82,0
PD39960a,0,864,0,1925,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,154,211,226,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0
PD39961a,0,446,0,1273,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,147,0,0,0,0,0,0,65,0,0,52,0,0,0,0,0,0
PD39962a,2429,2062,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,157,308,0,0,0,0,0,0,0,22,27,0,0,0,0,0,33
PD39963a,2508,2043,6751,1894,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,273,880,0,114,0,0,0,91,0,102,0,45,0,0,39,0,0
PD39964a,1709,0,4419,0,1689,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,0,150,398,193,162,0,0,0,0,49,58,70,0,0,109,71,0,383
PD39965a,0,1407,0,2093,0,0,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,400,0,473,0,0,0,0,75,54,0,47,0,0,0,78,0,0
PD39966a,5990,3681,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,60,0,0,0,33,0,0,0,0,0
PD39967a,8426,7718,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,21,0,191,0,0,0,0,0,0,27,0,74,0,0,31,0,0,0,0
PD39969a,18953,5553,0,0,0,0,0,0,0,6051,0,3702,0,0,0,0,0,0,0,0,0,23,0,77,0,246,0,192,0,0,0,0,48,0,0,0,0,23,0,0,0,0
PD39970a,0,580,0,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,373,0,0,0,0,0,0,85,22,0,0,0,0,0,0,46,0
PD39971a,0,855,0,1031,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,158,0,0,0,0,0,0,59,42,36,49,0,44,85,0,0,0
PD39972a,1285,914,2837,0,1993,0,0,0,0,0,0,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,396,586,0,0,0,0,0,41,24,0,0,0,0,39,0,0,0
PD39973a,0,1263,0,1069,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
PD39974a,2077,853,0,0,1829,0,0,0,0,0,0,2122,0,0,0,0,0,0,0,0,27,0,0,0,323,113,377,0,106,0,0,0,37,0,0,55,0,191,0,0,0,0
PD39975a,0,696,0,913,1381,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,209,0,0,0,0,0,46,0,35,0,63,35,0,0,0,0
PD39976a,0,647,2271,1380,1932,0,1845,1166,0,0,0,1186,0,0,0,0,0,0,0,0,29,16,0,0,182,264,392,0,104,0,0,0,97,0,43,0,0,40,0,0,0,0
PD39977a,0,0,0,948,840,0,0,823,0,0,0,0,0,0,437,0,0,0,0,0,15,0,0,0,0,124,186,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0
PD39978a,0,0,0,1279,840,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,20,14,0,0,0,192,0,0,0,0,0,0,0,45,0,54,0,0,0,0,0,0
PD39979a,1137,0,0,0,1856,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,0,0,12,0,0,0,314,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0
PD39981a,1101,1176,3971,2132,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,159,0,0,0,0,0,0,59,61,58,43,0,0,0,0,0,0
PD39983a,0,0,0,821,415,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,27,0,0,29,0,0,0,0,0,0
PD39984a,5523,2050,4282,1806,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,180,208,0,0,0,0,0,49,41,50,0,0,0,58,29,0,0
PD39985a,1843,2244,0,1603,1089,0,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,116,53,0,0,0,0,0,0,0,0
PD39987a,671,0,2133,1059,1232,0,0,0,0,0,0,1875,0,0,0,0,0,0,0,0,22,12,0,0,0,209,584,0,0,0,0,0,49,0,39,0,0,0,0,0,24,0
PD39988a,0,1367,0,6024,0,0,0,0,0,0,0,0,0,0,1172,0,0,0,0,0,27,19,0,0,379,491,0,0,0,0,0,0,90,45,0,40,0,0,46,0,0,0
PD39989a,1762,1685,0,4591,1529,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,34,0,0,0,329,0,0,0,0,0,0,88,157,0,61,0,0,0,0,0,0
PD39990a,3215,2844,0,0,2051,0,0,0,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,475,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
PD39991a,1458,1190,0,934,860,0,1543,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,27,0,0,0,0,0,0,0,17,0
PD39992a,0,0,0,2477,911,0,0,0,0,0,0,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,51,0,20,0,0,0,0,0,21,0
PD39993a,0,0,0,0,639,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,236,141,0,0,0,47,29,22,0,0,0,0,25,0,0
PD39994a,1956,2434,0,0,1830,0,0,7929,0,0,0,2166,0,0,0,0,0,0,0,0,24,0,0,0,0,556,0,0,0,0,0,0,57,32,32,0,0,0,0,0,0,108
PD39996a,0,1607,0,1490,2912,0,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,729,0,0,0,0,0,132,0,0,0,46,0,68,0,0,0
PD39998a,1674,1540,0,1244,949,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,38,0,0,0,21,0,0,0,22,0
PD39999a,1062,454,0,0,1230,0,0,1080,0,0,0,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,142,283,0,0,0,0,0,38,86,119,63,0,44,56,0,0,0
PD40000a,0,0,0,0,6465,0,0,0,0,0,14488,4895,0,0,0,0,0,2212,0,0,0,0,0,0,33043,1572,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0
PD40001a,0,1442,4562,0,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,210,510,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
PD40004a,0,0,0,1261,1313,0,0,0,0,0,0,0,0,0,3873,1532,0,0,0,0,0,15,0,0,352,88,0,0,0,0,0,262,20,17,69,0,0,0,0,0,27,0
PD40006a,0,824,2807,2846,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,0,433,585,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
PD40007a,4727,2259,0,1573,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PD40009a,4029,0,0,0,0,5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,20,0,0,268,0,0,1177,0,0,0,66,0,33,0,0,121,0,0,0,0
PD40010a,673,0,0,0,861,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,37,0,0,0,26,0,0,0,0,0
PD40011a,0,0,0,821,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,14,0,0,0,131,0,0,0,0,0,0,28,0,22,0,43,0,0,0,0,0
PD40012a,1645,2974,0,1907,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,341,0,0,0,0,0,0,83,167,0,59,0,0,0,0,0,0
PD40013a,0,0,3222,1243,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,352,615,0,0,0,0,0,37,0,26,42,0,0,0,33,25,0
PD40015a,0,1060,3433,1418,1780,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,560,0,0,0,0,0,40,0,29,27,28,0,36,0,0,0
PD40017a,0,0,0,1271,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,533,0,0,0,0,0,0,31,0,0,30,0,0,87,0,0,0
PD40018a,0,0,0,0,0,0,0,0,0,0,0,3166,0,0,0,0,0,0,0,0,0,0,13,0,0,319,0,237,0,0,0,0,67,0,0,32,0,0,0,0,0,0
PD40019a,0,681,2658,1080,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,330,458,0,0,0,0,0,39,0,28,0,0,0,41,0,0,56
PD40020a,1231,912,0,2200,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,185,0,0,0,0,0,80,21,37,0,32,0,0,0,0,0
PD40021a,0,0,1822,0,1010,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,30,0,0,0,0,194,0,287,0,0,0,0,46,0,33,0,0,0,0,0,48,0
PD40023a,11135,0,0,0,0,9444,0,0,0,3005,0,0,0,0,0,0,0,0,0,0,49,47,0,52,154,0,0,223,1674,0,0,0,79,0,0,0,0,161,0,63,0,0
PD40024a,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,27,0,0,0,39,0,0,0,0,0
PD40025a,1647,0,3741,0,0,4468,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,133,0,0,419,242,0,0,0,43,0,34,0,0,0,0,99,0,0
PD40026a,0,0,3397,2482,1156,0,0,0,3140,0,0,0,0,2424,0,0,0,0,0,0,0,55,0,0,179,258,0,522,0,0,0,0,252,41,45,0,0,0,0,0,65,0
PD40027a,2556,1152,4987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,165,0,186,149,0,0,0,3,0,0,0,0,0,0,0,0,0
PD40028a,0,1133,0,2986,1161,0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,164,94,0,0,0,0,0,0,0,0
PD40030a,1455,1333,0,2127,1285,0,0,1733,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,228,0,0,0,0,0,48,0,78,0,0,32,0,0,0,0
PD40031a,0,0,0,0,5072,0,0,0,0,0,31928,0,0,0,0,0,0,2913,0,0,0,0,0,0,45721,3329,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
PD40032a,2158,671,0,0,893,0,0,1154,0,0,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,76,0,33,0,0,0,0,0,26,0
PD40033a,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,21,31,0,0,615,0,0,0,0,0,0,173,40,0,0,0,52,0,0,0,0
PD40035a,1423,625,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,114,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
PD40037a,992,686,0,1983,0,0,0,1425,0,0,0,0,0,0,700,0,0,0,0,0,0,0,15,0,0,126,0,0,0,0,0,0,108,40,0,0,0,0,0,0,0,0
PD40038a,0,1333,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,15,0,0,345,0,0,0,0,0,0,41,0,0,44,0,0,0,0,41,69
PD40039a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,20,0,0,284,373,0,0,0,0,0,0,38,0,22,23,0,0,0,0,0,0
PD40040a,0,444,0,656,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,174,166,0,0,134,0,0,0,83,0,0,0,0,73,0,0,0,0
PD40041a,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,131,115,0,0,0,85,0,0,65,0,0,0,0,0,0,0,0,0
PD40316a,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,287,0,0,98,0,0,0,0,0,0,62,0,168,0,157,0,0
PD40317a,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,12,0,0,24,23,0,0,0,0,0
PD40318a,0,1063,5228,2716,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,703,616,0,0,0,0,0,97,20,0,0,0,0,0,0,0,0
PD40319a,1398,0,6013,0,938,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,38,19,0,0,0,75,0,154,0,0,0,0,132,0,77,0,0,0,78,48,0,0
PD40320a,4094,2673,0,3216,2665,0,4209,0,0,0,0,2859,0,0,0,0,0,0,0,0,29,0,0,0,611,442,0,0,0,0,0,0,24,0,41,0,0,26,0,17,0,0
PD40321a,1794,2146,0,2016,1475,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,21,0,37,0,0,19,0,0,0,0
PD40322a,0,0,1383,0,1349,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,140,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
PD40323a,573,587,0,1070,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,42,0,25,37,0,0,0,0,0,0
PD40324a,4701,1539,0,0,0,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
PD40325a,0,542,0,0,1770,0,0,909,0,0,0,1233,0,0,1335,1228,0,0,685,0,0,0,0,0,459,522,0,0,0,0,0,0,71,0,43,0,0,0,0,73,139,0
PD40326a,1141,614,0,1454,818,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,33,53,0,0,38,0,42,0,56,0
PD40327a,1019,0,3351,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,569,0,0,0,0,0,0,64,0,0,29,0,0,0,0,0,46
PD40328a,5145,3753,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,150,0,0,0,0,0,0,44,0,0,0,0,37,27,0
PD40329a,0,780,0,1913,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
